,negative,positive,total
beatdown,0,1,1
beaten,2,1,3
beater,0,1,1
beatiful,1,0,1
beatin,0,1,1
beating,13,9,22
beatles,0,1,1
beats,1,1,2
beau,1,0,1
beauden,1,0,1
beautiful,88,10,98
beautifull,1,0,1
beauty,10,2,12
beaware,1,0,1
bec,0,1,1
became,4,3,7
becareful,1,0,1
becaus,1,0,1
because,368,227,595
becca,1,0,1
becka,0,1,1
become,40,26,66
becomes,5,4,9
becoming,12,8,20
becos,1,0,1
becoz,1,1,2
bed,5,5,10
bedfellow,1,0,1
bedroom,0,1,1
bedtime,1,0,1
bee,1,1,2
beeching,1,1,2
beef,2,3,5
beefing,1,0,1
been,214,137,351
beena,1,0,1
beer,3,4,7
beetle,0,1,1
before,109,41,150
beforehand,0,1,1
beg,0,1,1
began,4,1,5
begged,1,1,2
begging,5,1,6
begin,6,4,10
beginning,12,3,15
begins,4,2,6
begone,1,1,2
begun,1,0,1
behalf,4,3,7
behar,1,2,3
behave,2,2,4
behaved,1,2,3
behaves,1,2,3
behaving,1,0,1
behavior,17,11,28
behaviors,1,0,1
behaviour,3,4,7
behind,46,16,62
behinder,1,0,1
behold,1,1,2
beholden,1,0,1
beign,0,1,1
beijing,1,0,1
being,220,126,346
beings,5,14,19
bekhit,1,0,1
belang,0,1,1
belated,1,0,1
belch,1,0,1
belichick,1,0,1
beliees,1,0,1
belief,5,1,6
beliefs,9,6,15
believable,2,0,2
believe,144,109,253
believed,10,5,15
believer,1,0,1
believers,0,1,1
believes,14,14,28
believing,8,3,11
belifs,1,0,1
belittles,0,1,1
belive,1,0,1
beliw,1,0,1
bell,6,2,8
bella,1,0,1
bells,1,0,1
belly,1,3,4
beloeve,1,0,1
belong,5,7,12
belonging,0,1,1
belongs,5,6,11
beloved,4,1,5
below,4,3,7
belt,1,1,2
ben,5,6,11
bench,3,1,4
benchers,1,0,1
bend,2,0,2
bending,0,1,1
beneath,1,0,1
benedict,1,0,1
benefit,8,4,12
benefiting,1,0,1
benefits,6,4,10
benfica,0,1,1
bengals,0,2,2
bengazi,0,1,1
benghazi,2,0,2
benidorm,1,0,1
benifit,1,0,1
benign,0,2,2
benioff,1,0,1
benny,1,1,2
bens,1,0,1
bent,0,3,3
bentley,0,1,1
benz,1,0,1
berated,0,1,1
berating,3,1,4
beretta,1,0,1
berger,1,0,1
bergeron,1,0,1
bergh,0,1,1
bergoglio,0,1,1
bergun,1,0,1
berkeley,7,3,10
berlin,1,2,3
bernice,1,0,1
bernie,6,10,16
berniecrats,1,0,1
bernier,10,0,10
berserk,0,2,2
bert,3,2,5
beryl,1,0,1
beside,1,1,2
besides,8,5,13
best,134,26,160
bestdj,1,0,1
bestfriend,0,1,1
besth,1,0,1
bestie,0,1,1
besudes,0,1,1
bet,37,22,59
beta,2,3,5
betas,1,0,1
betcha,1,0,1
betfair,1,0,1
bethesda,0,1,1
beto,13,17,30
betray,2,1,3
betrayal,6,2,8
betrayed,1,1,2
bets,1,0,1
betsy,2,0,2
better,183,84,267
betting,2,0,2
betty,0,1,1
between,44,7,51
beverly,1,1,2
beware,2,2,4
bewise,0,1,1
bey,1,0,1
beyond,15,8,23
bezos,2,2,4
bf,1,1,2
bfa,0,1,1
bff,1,0,1
bh,1,0,1
bhabi,1,0,1
bhadbhabie,0,1,1
bhadtranny,0,1,1
bhagwad,0,2,2
bhagwat,0,1,1
bhai,2,0,2
bhaiya,1,0,1
bhajpaa,0,1,1
bhakt,0,2,2
bho,1,0,1
bhuvan,2,0,2
bi,3,1,4
bias,12,7,19
biase,0,1,1
biased,12,6,18
biases,1,0,1
biassed,0,1,1
bib,1,0,1
bibi,0,1,1
bible,10,8,18
biblical,2,0,2
bick,1,0,1
bickering,1,0,1
bickle,1,0,1
bidding,3,1,4
biddy,1,0,1
bided,1,0,1
biden,10,6,16
bieber,1,0,1
big,105,61,166
bigboss,1,0,1
bigger,10,6,16
biggest,22,12,34
biglly,0,1,1
bigly,0,2,2
bigot,2,6,8
bigoted,2,3,5
bigotry,2,3,5
bigots,2,7,9
bigwig,0,1,1
bike,2,1,3
bikes,1,0,1
bikini,1,1,2
bil,1,1,2
bilion,1,0,1
bill,42,26,68
billayers,1,0,1
billboard,1,0,1
billion,15,3,18
billionaire,7,0,7
billionaires,5,2,7
billions,2,3,5
bills,9,3,12
billy,5,4,9
bimbo,1,0,1
bimbos,0,1,1
bin,4,0,4
binary,2,0,2
binding,1,0,1
bing,0,1,1
bingbing,0,1,1
binged,1,0,1
bingo,0,1,1
binoculars,1,0,1
bins,1,0,1
bio,3,2,5
biochem,0,1,1
biogenic,2,0,2
biologists,1,0,1
bionic,1,0,1
biopic,1,0,1
bipartisan,1,1,2
bipolar,0,1,1
bippy,1,0,1
birch,0,1,1
bird,3,2,5
birdbrain,1,0,1
birdemic,1,0,1
birdlandia,1,0,1
birds,2,0,2
birdsize,1,0,1
birmingham,1,0,1
birnbaum,0,1,1
birth,10,2,12
birthday,21,2,23
births,2,0,2
bisca,0,1,1
biscuit,1,0,1
biscuits,1,0,1
bishop,1,0,1
bit,20,20,40
bitc,0,2,2
bitch,2,98,100
bitchass,0,1,1
bitchc,0,1,1
bitches,1,14,15
bitchhh,1,1,2
bitchhhhhh,1,1,2
bitching,2,1,3
bitchy,0,1,1
bite,9,1,10
biter,2,1,3
bites,2,0,2
biting,0,1,1
bits,2,0,2
bitte,1,0,1
bitten,0,1,1
bitter,14,9,23
bitterly,1,0,1
bitterness,0,1,1
bitxh,0,1,1
biz,1,0,1
bizarre,3,2,5
bizarro,1,0,1
bizpac,1,0,1
bizzniss,1,0,1
bj,1,0,1
bjp,2,1,3
bk,2,0,2
bla,3,0,3
blabber,0,1,1
black,69,72,141
blackburn,1,0,1
blackhawk,0,1,1
blacklist,1,0,1
blackmail,0,1,1
blackout,0,1,1
blacks,2,8,10
blackwood,1,0,1
bladder,1,0,1
blade,1,0,1
blades,0,1,1
blah,10,0,10
blair,1,2,3
blairite,1,0,1
blake,2,1,3
blame,28,31,59
blamed,1,1,2
blames,8,6,14
blaming,5,9,14
blanche,0,1,1
bland,0,1,1
blane,1,0,1
blanket,3,2,5
blas,1,1,2
blasey,6,2,8
blasphemy,2,0,2
blast,3,1,4
blasted,1,0,1
blasting,2,0,2
blatant,7,7,14
blatantly,3,2,5
blather,2,0,2
blathering,0,1,1
bleachbit,1,0,1
bleed,1,0,1
bleeding,1,0,1
bleeds,1,0,1
blemishes,1,0,1
blender,1,0,1
bless,27,7,34
blessed,8,0,8
blessing,4,1,5
blessings,3,1,4
blew,1,4,5
bliar,0,1,1
blight,0,2,2
blind,7,12,19
blinded,2,0,2
blinding,0,1,1
blindly,2,3,5
blinking,1,0,1
blisters,0,1,1
blk,2,0,2
blm,28,11,39
bloated,0,1,1
blobs,0,1,1
bloc,1,0,1
block,14,19,33
blockchainful,0,1,1
blocked,17,6,23
blocker,1,0,1
blockers,0,1,1
blocking,7,3,10
blocklists,2,0,2
blocks,1,0,1
blocktogether,2,0,2
blog,6,1,7
blogger,0,1,1
bloggers,2,0,2
blond,0,2,2
blonde,6,0,6
blondes,2,0,2
blood,9,4,13
blooded,1,0,1
bloodflies,0,1,1
bloodless,1,0,1
bloodline,0,1,1
bloods,1,0,1
bloodshed,1,0,1
bloodsport,0,1,1
bloodsuckers,0,1,1
bloody,4,8,12
bloomberg,3,2,5
blooming,0,1,1
blossoms,0,1,1
blossomwood,1,0,1
blot,0,1,1
blow,8,7,15
blowing,1,3,4
blown,3,2,5
blows,2,0,2
bludgeon,1,0,1
blue,25,10,35
blues,0,1,1
bluff,1,0,1
bluffing,1,1,2
blumenthal,0,1,1
bluntly,0,1,1
bluntness,0,1,1
blurted,0,1,1
blushed,1,0,1
blvd,0,1,1
bn,16,0,16
bnf,0,1,1
bnp,1,0,1
bo,3,3,6
board,11,5,16
boarder,1,2,3
boarders,2,0,2
boards,1,0,1
boasted,1,0,1
boastfully,1,0,1
boat,1,1,2
boatload,0,1,1
boats,1,0,1
bob,12,0,12
bobby,3,1,4
bobcat,1,0,1
boc,0,1,1
bodied,0,1,1
bodies,0,2,2
body,14,15,29
bodyguard,1,0,1
bodyguards,2,1,3
bodyshaming,2,0,2
boeing,1,0,1
boggles,1,0,1
boggling,1,0,1
bohot,2,0,2
boi,4,2,6
boii,0,1,1
boils,1,0,1
boise,1,0,1
bojan,1,0,1
bola,2,0,2
bolaji,1,0,1
bold,1,0,1
bolna,0,1,1
bolshevik,1,0,1
bolsheviks,0,1,1
bolt,0,1,1
boltey,1,0,1
bomb,5,6,11
bombed,0,1,1
bomber,0,1,1
bombs,3,0,3
bombshell,1,1,2
bona,1,0,1
bondage,1,0,1
bondi,1,0,1
bone,3,4,7
boneheads,1,0,1
bonepurs,1,0,1
boner,1,1,2
bones,3,0,3
bonet,1,0,1
bonkers,2,0,2
bonnie,2,0,2
bono,9,11,20
bonus,2,1,3
boo,5,5,10
boob,1,0,1
boobies,0,1,1
boobs,1,6,7
boochi,1,0,1
booger,0,1,1
book,41,18,59
bookclub,1,0,1
booked,1,0,1
booker,6,2,8
booking,2,0,2
books,12,4,16
boom,2,0,2
boomer,1,0,1
boomerangs,1,0,1
booming,3,2,5
boon,1,0,1
boondoggles,1,0,1
booo,0,1,1
booom,1,0,1
booooring,1,0,1
boop,0,1,1
boopboopboop,0,1,1
boost,4,0,4
boosting,1,0,1
boosts,1,0,1
boot,3,1,4
booted,1,0,1
booter,0,1,1
booth,2,0,2
bootlickers,1,0,1
boots,3,2,5
booty,7,2,9
bor,1,0,1
border,17,7,24
bordering,0,1,1
borderline,1,0,1
borders,17,8,25
bore,1,0,1
bored,1,1,2
boring,2,10,12
boris,2,2,4
bork,0,1,1
born,13,8,21
borrow,0,1,1
borrowed,2,0,2
borrower,0,1,1
borrowers,1,2,3
boruto,0,1,1
boss,4,5,9
bosses,3,0,3
boston,3,1,4
bot,7,2,9
both,95,48,143
bother,4,1,5
bothered,2,2,4
bothering,1,1,2
bothers,1,2,3
botox,1,0,1
bots,1,3,4
botswana,1,0,1
bottle,2,0,2
bottles,1,1,2
bottom,6,10,16
bought,16,5,21
bounce,3,0,3
bouncer,1,0,1
boundaries,1,0,1
bounds,0,1,1
bout,5,5,10
bouta,1,0,1
bovine,0,1,1
bow,4,1,5
bowed,2,1,3
bowel,1,0,1
bowl,3,1,4
bowls,3,0,3
bowman,1,0,1
box,3,6,9
boxer,1,0,1
boxers,0,1,1
boxes,2,0,2
boxing,0,1,1
boy,32,22,54
boycott,12,3,15
boycotted,0,1,1
boycotting,4,3,7
boycotts,0,1,1
boyfriend,2,2,4
boyfriends,2,0,2
boyhood,1,0,1
boypussy,0,1,1
boys,18,16,34
bozoobama,1,0,1
bp,1,0,1
brac,0,1,1
bracelets,0,1,1
brad,1,0,1
bradley,1,0,1
brady,3,0,3
brag,1,0,1
bragged,1,0,1
brah,0,1,1
brain,8,18,26
brainchild,0,1,1
braindead,0,2,2
brained,1,0,1
brainer,0,1,1
brainless,0,3,3
brains,3,7,10
brainwash,2,0,2
brainwashed,3,8,11
brainwashing,0,4,4
brainy,0,1,1
brakes,1,0,1
branch,2,0,2
branches,0,1,1
brand,3,2,5
branded,2,1,3
brandin,0,1,1
brandon,4,1,5
brass,1,0,1
brat,3,10,13
brats,1,1,2
braun,2,0,2
brave,12,3,15
bravery,4,2,6
bravest,1,1,2
bravo,3,0,3
bravos,1,0,1
bray,4,0,4
brazen,0,1,1
brazil,4,0,4
brazilian,1,0,1
brazilians,1,0,1
bread,2,1,3
break,27,13,40
breakdown,0,1,1
breaked,1,0,1
breaker,0,1,1
breakers,2,1,3
breakfast,1,1,2
breaking,17,4,21
breaks,3,2,5
breakthrough,1,0,1
breast,1,0,1
breastfeed,1,0,1
breastfeeding,1,0,1
breasts,1,0,1
breatge,0,1,1
breath,7,3,10
breathe,4,0,4
breathing,2,1,3
breaths,1,0,1
breathtaking,1,1,2
breathtakingly,1,0,1
breed,0,2,2
breeding,0,1,1
breez,1,0,1
breibart,1,0,1
breitbart,6,3,9
breitbarters,0,1,1
brenda,2,0,2
brennan,5,3,8
brent,2,0,2
bret,0,2,2
bretheren,0,1,1
brett,12,6,18
brewery,0,1,1
brexit,34,1,35
brexiteer,1,0,1
brexiteers,2,0,2
brexiters,1,0,1
brexitshambles,0,1,1
brexity,1,0,1
bri,1,0,1
brian,5,2,7
bribe,1,2,3
bribery,1,1,2
bribes,1,3,4
bribing,1,0,1
brick,1,2,3
bricks,2,0,2
bridge,3,1,4
bridgeport,1,0,1
bridges,1,0,1
bridget,1,1,2
brie,1,0,1
brief,2,0,2
briefings,1,0,1
briefs,2,0,2
bright,7,3,10
brighten,2,0,2
brighter,0,2,2
brightest,1,0,1
brightside,1,0,1
brigitte,1,0,1
brill,1,0,1
brilliance,1,0,1
brilliancy,1,0,1
brilliant,14,2,16
brilliantly,1,0,1
brilliantness,1,0,1
brimming,1,0,1
bring,39,21,60
bringing,9,5,14
brings,5,0,5
brink,0,1,1
brioche,0,1,1
brisket,1,0,1
brit,2,0,2
britain,12,2,14
britches,0,1,1
britian,1,0,1
british,13,3,16
britishcouncil,1,0,1
britons,0,1,1
brits,2,0,2
brittany,0,1,1
bro,11,8,19
broad,3,1,4
broadcast,1,2,3
broadcaster,1,0,1
broadcasting,0,1,1
broadside,1,0,1
brock,0,1,1
brocken,1,0,1
broderick,3,1,4
broin,1,0,1
broke,14,6,20
brokeback,1,0,1
broken,16,5,21
broker,1,0,1
bron,1,0,1
bronbron,0,1,1
bronx,1,0,1
brook,1,0,1
brooke,0,2,2
brookee,0,1,1
brooklyn,0,1,1
brooks,1,0,1
broom,0,1,1
bros,6,0,6
brothel,0,1,1
brother,23,8,31
brotherhood,1,2,3
brotherr,1,0,1
brothers,2,0,2
brought,11,11,22
broward,1,0,1
brown,16,12,28
brownie,1,0,1
brownies,1,0,1
browns,2,3,5
brownshirt,0,1,1
brownshirts,0,1,1
bruce,0,2,2
bruh,2,4,6
bruin,1,0,1
brunette,1,0,1
brunswick,1,0,1
brushed,0,1,1
brushing,2,0,2
brussels,2,0,2
brutal,2,2,4
brutalist,0,1,1
brutality,3,4,7
brutally,0,1,1
bs,25,24,49
bsc,1,0,1
bt,0,1,1
bta,0,1,1
bts,3,0,3
btw,11,4,15
btwn,0,1,1
bubba,1,0,1
bubble,1,3,4
bubbler,0,1,1
bubbles,0,1,1
buck,3,2,5
bucket,0,2,2
buckle,0,1,1
bucks,1,0,1
buckwheat,1,0,1
bucky,0,1,1
bud,1,1,2
buddhist,1,1,2
buddies,4,2,6
buddy,7,4,11
budge,1,0,1
budget,7,5,12
budgets,2,0,2
budging,0,1,1
buehler,1,0,1
buff,0,2,2
buffoon,1,0,1
buffoons,0,1,1
bug,2,3,5
buggers,0,1,1
bugging,1,1,2
bugle,1,0,1
bugs,0,1,1
buh,3,0,3
buhari,1,0,1
buhbye,1,0,1
build,10,7,17
builder,1,0,1
builders,1,1,2
building,12,7,19
buildings,1,0,1
built,5,2,7
bulb,1,0,1
bulgaria,1,0,1
bulkhead,1,0,1
bull,7,6,13
bullcrap,1,0,1
buller,1,0,1
bullet,4,4,8
bulletproof,0,1,1
bullets,2,1,3
bullie,0,1,1
bullied,1,1,2
bullies,1,10,11
bulls,2,0,2
bullsh,2,2,4
bullshit,13,42,55
bullshitting,0,1,1
bully,6,11,17
bullying,6,7,13
bulshit,0,1,1
bum,1,3,4
bummer,2,1,3
bump,4,0,4
bumper,1,0,1
bun,1,0,1
bunch,11,15,26
buncha,0,1,1
bunga,1,0,1
bunk,0,1,1
bunker,2,0,2
bunny,4,2,6
burden,4,1,5
burdening,0,1,1
bureau,1,0,1
bureaucracy,3,0,3
bureaucratic,1,1,2
burger,1,1,2
burgers,2,0,2
buried,1,2,3
burka,0,1,1
burn,10,9,19
burned,2,2,4
burnered,1,0,1
burnett,0,2,2
burning,3,4,7
burnley,1,0,1
burnol,2,0,2
burns,1,1,2
burnt,1,0,1
burrard,1,0,1
burst,1,0,1
burt,4,0,4
bury,1,3,4
burying,0,1,1
bus,7,1,8
bush,6,1,7
bushi,1,0,1
bushie,0,1,1
bushii,1,0,1
bushmaster,0,1,1
business,35,21,56
businesses,7,2,9
businessmen,1,0,1
busing,0,1,1
busted,1,4,5
busting,1,0,1
busy,16,13,29
but,685,407,1092
butch,0,1,1
butchering,0,1,1
butchers,0,1,1
butt,5,19,24
butter,2,0,2
buttercup,1,0,1
buttering,1,0,1
butthead,2,0,2
butthurt,1,0,1
buttmunch,0,1,1
button,2,0,2
butts,1,1,2
buxom,0,1,1
buy,26,15,41
buying,15,4,19
buyout,0,1,1
buys,8,0,8
buzz,1,0,1
buzzfeed,2,0,2
buzzwords,0,1,1
bvs,0,2,2
bwaaaaa,0,1,1
bwaaaaaaa,0,1,1
bwahahaha,1,0,1
bwahahahahaha,0,1,1
by,479,276,755
bye,8,6,14
bypass,0,1,1
byrd,2,0,2
bystanders,0,1,1
bytches,1,0,1
ca,13,5,18
cab,1,0,1
cabbage,1,0,1
cabinet,2,2,4
cabinets,1,0,1
cable,2,1,3
cackle,0,1,1
cadaver,0,1,1
cadwell,1,0,1
caed,0,1,1
cafeteria,1,0,1
cage,4,2,6
caged,0,2,2
cages,2,0,2
caging,1,0,1
cahoots,0,1,1
cake,3,1,4
cakefriend,1,0,1
cal,2,0,2
calculated,1,0,1
calculating,1,0,1
calculations,0,1,1
calculative,1,0,1
cale,1,0,1
calendar,1,0,1
cali,6,4,10
caliber,3,0,3
calif,1,1,2
california,41,15,56
californian,1,0,1
californians,2,0,2
call,93,61,154
called,62,41,103
caller,1,0,1
callers,1,0,1
calling,42,29,71
callous,1,0,1
calls,23,12,35
calm,6,2,8
calves,1,1,2
cam,1,2,3
cambridge,2,0,2
came,27,6,33
camera,7,1,8
cameraman,1,0,1
cameramen,1,0,1
cameras,1,0,1
cameron,3,1,4
cameto,0,1,1
camila,1,0,1
camillekruger,1,0,1
camp,4,2,6
campaign,29,7,36
campaigne,1,0,1
campaigned,1,0,1
campaigner,1,0,1
campaigning,3,1,4
campaigns,0,1,1
campaing,0,1,1
campers,1,0,1
campigne,1,0,1
camps,0,2,2
campus,2,3,5
campuses,2,3,5
cams,1,0,1
can,570,314,884
canada,37,18,55
canadian,13,5,18
canadians,13,5,18
canadien,1,0,1
cancel,2,4,6
cancelled,2,0,2
cancer,11,6,17
candace,2,2,4
candiace,0,1,1
candice,1,0,1
candidate,12,2,14
candidates,10,2,12
candlelight,1,0,1
candy,3,2,5
cane,1,0,1
canelo,1,1,2
cannabis,2,1,3
cannibals,1,0,1
cannon,2,0,2
cannot,37,17,54
canny,0,1,1
canola,1,0,1
canon,1,0,1
canons,1,0,1
cant,17,15,32
canteen,1,0,1
cap,6,0,6
capabilities,2,0,2
capability,0,1,1
capable,3,2,5
capablities,1,0,1
capacity,3,3,6
caper,0,1,1
capital,4,5,9
capitalism,4,1,5
capitalist,3,2,5
capitalists,2,0,2
capitalize,0,1,1
capitol,1,1,2
capitulate,1,0,1
capitulating,1,0,1
capitulation,1,0,1
capone,1,0,1
capped,1,1,2
capricorn,2,0,2
caps,2,0,2
capt,1,0,1
captain,2,2,4
caption,0,1,1
capture,1,2,3
captured,1,1,2
car,15,8,23
carb,2,0,2
carbine,1,0,1
carbon,2,0,2
card,12,6,18
cardboard,1,0,1
cardi,2,4,6
cardigan,1,0,1
cardinal,2,1,3
cards,2,2,4
care,104,75,179
cared,4,3,7
careeeema,1,0,1
career,22,10,32
careers,1,0,1
careful,13,5,18
carefully,4,0,4
cares,24,18,42
carey,1,0,1
caribbean,2,0,2
caribbros,1,0,1
caricature,1,0,1
caring,8,2,10
carl,1,1,2
carla,1,0,1
carlos,1,0,1
carlson,3,0,3
carmen,0,1,1
carnage,0,1,1
carnages,1,0,1
carnival,1,0,1
carol,2,1,3
carole,1,2,3
carolina,4,0,4
carpet,2,0,2
carreen,1,0,1
carrey,2,5,7
carrful,1,0,1
carrie,1,0,1
carried,0,2,2
carrot,1,0,1
carruing,1,0,1
carry,22,9,31
carrying,5,1,6
carryons,1,0,1
cars,9,3,12
carson,0,1,1
cart,1,2,3
carte,0,1,1
cartel,0,3,3
cartels,0,2,2
carter,4,3,7
cartoon,2,3,5
cartoons,0,2,2
casa,0,1,1
case,51,23,74
cases,4,2,6
casey,2,2,4
cash,7,5,12
cashier,1,1,2
cashing,0,3,3
casket,0,1,1
cast,7,1,8
casters,1,0,1
casting,1,2,3
casual,2,0,2
casually,0,1,1
cat,12,2,14
catalog,1,0,1
catalonia,0,1,1
catastrophe,1,0,1
catastrophes,1,0,1
catch,8,3,11
catcher,3,0,3
catches,1,1,2
catching,1,2,3
catchy,1,0,1
catechism,1,0,1
categorize,1,0,1
categorized,0,1,1
categorizes,1,0,1
category,2,0,2
cater,3,2,5
catering,1,0,1
catfight,1,0,1
catherine,2,0,2
catholic,5,7,12
catholics,1,3,4
cats,5,1,6
cattle,1,0,1
catty,0,1,1
caucasian,0,1,1
caught,10,1,11
causality,0,1,1
causation,1,0,1
cause,52,40,92
caused,12,3,15
causes,7,1,8
causing,8,3,11
caution,1,0,1
cautious,1,0,1
cavaliers,0,1,1
cavanagh,0,1,1
cavanaugh,1,0,1
cave,1,0,1
caved,1,0,1
cavill,2,0,2
cavity,1,0,1
cayde,0,1,1
caymans,0,1,1
cbb,1,0,1
cbc,8,4,12
cbs,3,3,6
cc,1,0,1
cchqpress,1,0,1
ccp,1,0,1
cda,2,0,2
cdc,0,1,1
cdns,1,0,1
ce,1,0,1
cea,1,0,1
cealrly,0,1,1
cear,0,1,1
cease,1,0,1
cecil,1,0,1
ceiling,1,1,2
cel,1,0,1
celeb,2,0,2
celebrate,3,2,5
celebrated,2,0,2
celebrates,1,1,2
celebrating,0,1,1
celebration,1,1,2
celebrities,1,2,3
celebrity,2,4,6
celebs,4,0,4
celibacy,1,0,1
cell,6,3,9
cellar,0,1,1
cells,0,3,3
cem,1,0,1
censor,0,2,2
censored,8,1,9
censoring,7,2,9
censors,1,0,1
censorship,6,3,9
center,7,0,7
centers,3,0,3
central,3,2,5
centralist,1,0,1
centralize,1,0,1
centralized,1,0,1
centrefold,1,0,1
centres,2,0,2
centrism,0,1,1
centrist,2,3,5
centrists,2,1,3
cents,1,0,1
centuries,1,2,3
century,7,3,10
ceo,4,2,6
cephalic,1,0,1
cerberus,1,0,1
cerebral,1,0,1
ceremonies,1,0,1
certain,9,7,16
certainly,15,6,21
certainty,2,0,2
certifiable,1,0,1
certificate,1,0,1
certificates,2,0,2
certified,1,0,1
cess,1,0,1
cf,2,0,2
cfb,1,0,1
cfo,1,1,2
cfr,1,0,1
cgi,2,0,2
ch,1,1,2
chad,2,0,2
chaid,1,0,1
chain,1,0,1
chained,0,1,1
chains,2,1,3
chair,5,3,8
chairman,2,0,2
chairperson,1,0,1
chairs,0,1,1
chalenge,2,0,2
challenge,7,2,9
challenged,1,1,2
challenger,0,1,1
challengers,0,1,1
challenges,4,0,4
challenging,1,0,1
chamber,2,2,4
chambers,1,0,1
chameleon,1,0,1
champ,3,1,4
champagne,1,1,2
champion,8,1,9
championing,1,0,1
champions,2,0,2
championship,3,1,4
championships,1,0,1
chan,2,1,3
chance,23,12,35
chancellor,1,0,1
chances,5,1,6
chandigarh,0,1,1
change,70,32,102
changed,18,5,23
changer,1,0,1
changes,6,4,10
changing,8,4,12
channel,5,3,8
channeling,1,0,1
chant,1,2,3
chanting,1,0,1
chanvong,1,0,1
chaos,5,3,8
chap,1,0,1
chaplain,0,1,1
chapman,1,0,1
chapters,1,0,1
char,0,2,2
chara,1,0,1
character,25,19,44
characteristics,1,0,1
characterization,1,0,1
characterizations,1,0,1
characterize,1,0,1
characterizing,0,1,1
characters,6,0,6
charade,1,2,3
charge,15,11,26
charged,5,5,10
chargers,1,0,1
charges,7,4,11
charismatic,1,0,1
charity,3,1,4
charles,1,0,1
charlie,2,1,3
charlo,1,0,1
charlotte,1,0,1
charlottesville,5,0,5
charm,1,0,1
charming,2,0,2
charms,0,1,1
chars,1,0,1
chart,1,0,1
charted,1,0,1
charter,1,1,2
charters,1,0,1
charts,2,2,4
chase,1,0,1
chaser,1,1,2
chasing,2,2,4
chaste,1,0,1
chastise,1,0,1
chat,2,1,3
chats,0,1,1
chatting,1,0,1
chauffeur,0,1,1
chaulk,1,0,1
chauvinistic,1,0,1
cheap,5,7,12
cheapen,0,1,1
cheaper,4,0,4
cheat,5,1,6
cheated,1,0,1
cheater,1,2,3
cheaters,1,0,1
cheating,5,4,9
cheats,1,0,1
check,35,10,45
checked,7,3,10
checker,1,0,1
checking,5,0,5
checkmarks,0,1,1
checks,10,6,16
cheek,2,0,2
cheeks,1,1,2
cheeky,1,0,1
cheepika,0,1,1
cheer,5,1,6
cheered,1,0,1
cheerleader,0,4,4
cheers,4,0,4
cheery,0,1,1
cheese,3,2,5
cheeseburger,2,0,2
cheesy,1,1,2
cheeto,1,0,1
cheez,1,0,1
chef,1,0,1
chelsea,8,1,9
chemical,0,2,2
chemicals,2,0,2
chemistry,2,0,2
cheney,2,0,2
chequers,5,2,7
cher,0,3,3
cherish,2,0,2
cherry,7,1,8
cherrypicks,0,1,1
ches,1,0,1
chess,2,2,4
chest,8,1,9
chester,1,0,1
chewing,1,1,2
chi,1,0,1
chic,1,0,1
chicago,46,28,74
chicagojordan,1,0,1
chicanery,0,1,1
chick,3,0,3
chicken,5,6,11
chickens,1,2,3
chickenshit,0,1,1
chicks,0,1,1
chickschumer,0,1,1
chico,1,0,1
chief,4,2,6
chihuahua,1,0,1
child,37,30,67
childess,1,0,1
childhood,3,1,4
childish,2,2,4
children,47,26,73
chill,3,2,5
chills,1,0,1
chimed,1,0,1
chiming,2,0,2
chin,1,1,2
china,20,8,28
chinaly,1,0,1
chinese,7,5,12
chinless,0,1,1
chip,0,2,2
chips,3,1,4
chiraq,1,0,1
chiselchest,0,1,1
chishti,1,0,1
chittlerings,0,1,1
chivalry,1,0,1
chl,1,0,1
chloe,0,1,1
chlorine,0,1,1
chocker,0,1,1
chocolate,1,0,1
choice,25,7,32
choices,4,1,5
choir,1,0,1
chokes,1,1,2
choking,0,1,1
choose,10,5,15
choosen,1,0,1
