,negative,positive,total
erase,1,0,1
erased,0,1,1
erasing,0,1,1
erect,0,1,1
erg,2,0,2
ergo,1,0,1
eric,18,20,38
erick,1,2,3
erickson,0,2,2
erikholder,1,0,1
erin,0,1,1
ernie,3,2,5
eroding,1,0,1
err,0,1,1
error,2,0,2
errors,3,0,3
ers,4,3,7
es,2,2,4
esa,1,0,1
escalated,1,0,1
escapades,1,0,1
escape,2,4,6
escaped,0,2,2
escapes,0,1,1
escaping,1,0,1
eschew,1,0,1
escort,1,2,3
esp,3,1,4
espacily,1,0,1
especially,15,7,22
especiallysen,0,1,1
espically,0,1,1
espionage,2,0,2
espn,6,2,8
esport,0,2,2
espouse,0,2,2
espouses,0,1,1
essential,3,2,5
essentially,1,1,2
est,0,1,1
established,1,1,2
establishing,1,0,1
establishment,7,4,11
establishmnt,1,0,1
estate,0,1,1
esteem,0,1,1
estoy,0,1,1
et,4,1,5
etat,2,2,4
etc,19,15,34
eternal,1,0,1
eternity,1,0,1
etf,0,2,2
eth,1,0,1
ethic,1,0,1
ethical,1,1,2
ethically,0,1,1
ethics,5,3,8
ethnic,2,0,2
ethnicities,1,0,1
etiquette,1,0,1
eto,1,0,1
etre,1,0,1
ets,1,0,1
etsy,2,0,2
eu,18,7,25
euphemisms,0,1,1
euphoria,1,0,1
euro,0,1,1
europe,10,4,14
european,6,3,9
europeans,0,1,1
euros,1,0,1
euthanasia,1,0,1
evacuate,2,0,2
evade,1,0,1
evading,1,0,1
eval,1,0,1
evaluate,1,1,2
evaluation,1,0,1
evan,0,3,3
evangelical,1,0,1
evangelicals,1,1,2
evangelion,1,0,1
evanne,1,0,1
evasion,0,2,2
eve,2,1,3
eveb,0,1,1
even,198,140,338
evening,5,1,6
evenly,2,0,2
event,13,1,14
events,7,6,13
eventuality,0,1,1
eventually,3,4,7
ever,126,69,195
everchanging,1,0,1
evergreet,1,0,1
evert,0,1,1
every,122,72,194
everybody,15,4,19
everyday,16,8,24
everyone,112,64,176
everyrhing,1,0,1
everything,101,53,154
everytime,3,0,3
everytown,2,1,3
everyway,0,1,1
everywheh,1,0,1
everywhere,6,7,13
eveything,0,1,1
evict,0,1,1
evicted,1,0,1
eviction,1,0,1
evidence,34,19,53
evidenced,1,1,2
evident,2,1,3
evidently,0,2,2
evil,21,39,60
evilest,0,1,1
evilness,0,1,1
evisceration,1,0,1
evolution,1,2,3
evolutionary,1,0,1
evolve,1,0,1
evolved,1,0,1
evolving,1,0,1
evonomy,1,0,1
evritiem,1,0,1
evs,1,0,1
ew,1,0,1
ewa,2,0,2
ewu,0,1,1
ex,14,6,20
exact,5,6,11
exactly,65,22,87
exaggerating,2,0,2
exaggeration,1,1,2
examination,1,0,1
examinations,1,0,1
examine,3,0,3
examined,1,0,1
examing,1,0,1
example,21,12,33
examples,9,1,10
exams,1,0,1
exaserbate,1,0,1
exceed,1,0,1
exceeds,1,0,1
excellence,3,0,3
excellent,20,1,21
except,35,19,54
exceptable,1,0,1
excepting,1,0,1
exception,1,0,1
exceptional,1,0,1
exceptions,2,1,3
exchange,7,1,8
excited,11,1,12
excitement,1,0,1
exciting,1,2,3
exclude,1,1,2
excluding,3,2,5
exclusion,1,0,1
exclusionary,1,0,1
exclusive,3,0,3
exclusively,5,1,6
excommunicate,0,1,1
excoriating,1,0,1
exculpatory,1,0,1
excuse,21,13,34
excused,1,1,2
excuses,11,3,14
excusing,1,0,1
exec,2,0,2
execs,1,0,1
execute,2,0,2
executed,0,1,1
executes,0,1,1
executing,1,0,1
executioners,0,1,1
executive,4,1,5
exempt,1,1,2
exempted,1,0,1
exercise,3,1,4
exert,1,0,1
exerted,1,0,1
exhaling,1,0,1
exhaustive,1,0,1
exhibit,1,1,2
exhibited,2,0,2
exhortation,0,1,1
exis,0,1,1
exist,14,3,17
existed,3,1,4
existence,4,7,11
existent,5,1,6
existing,1,2,3
exists,9,2,11
exit,3,0,3
exorcism,0,1,1
exotic,1,0,1
expand,3,1,4
expanding,2,0,2
expansion,2,0,2
expect,21,12,33
expectations,1,0,1
expected,5,5,10
expecting,7,4,11
expendable,1,0,1
expense,1,1,2
expensive,6,2,8
experience,15,10,25
experienced,3,2,5
experiences,1,0,1
experiencing,2,0,2
experiment,1,0,1
experiments,1,0,1
expert,8,2,10
experts,7,1,8
expire,1,0,1
expired,0,1,1
expirrence,1,0,1
explain,17,8,25
explained,3,1,4
explaining,5,1,6
explains,7,4,11
explanation,3,2,5
explicitly,1,1,2
explode,2,3,5
explodes,1,1,2
exploding,3,1,4
exploitation,1,0,1
exploited,2,0,2
exploiting,2,0,2
explore,1,0,1
explosive,1,0,1
explosives,2,0,2
expo,1,0,1
exponential,1,0,1
exponentially,1,0,1
expos,1,0,1
expose,3,5,8
exposed,12,7,19
exposer,0,1,1
exposes,5,1,6
exposing,3,1,4
exposure,1,1,2
expound,1,0,1
express,9,0,9
expressed,1,1,2
expressing,1,3,4
expression,1,0,1
expressions,1,2,3
expressly,1,0,1
expunged,1,0,1
exressing,1,0,1
extends,2,0,2
extension,3,2,5
extensive,2,0,2
extent,4,2,6
exterminate,0,1,1
exterminated,2,1,3
extinct,1,0,1
extortion,1,0,1
extra,8,4,12
extrajudicial,0,1,1
extraordinaire,1,0,1
extraordinarily,2,0,2
extraordinary,1,0,1
extrapolate,0,1,1
extravagant,1,0,1
extreme,11,3,14
extremely,4,7,11
extremes,1,0,1
extremism,2,1,3
extremist,2,0,2
extremistische,1,0,1
extremists,3,2,5
eye,11,7,18
eyebrow,0,1,1
eyebrows,1,0,1
eyed,1,2,3
eyes,12,13,25
ezra,0,1,1
fabric,4,1,5
fabricate,1,0,1
fabricated,0,1,1
fabricates,1,0,1
fabricating,1,0,1
fabrication,1,0,1
fabulous,7,0,7
facade,0,1,1
face,37,31,68
facebook,14,0,14
faced,6,2,8
faceless,1,0,1
facelifted,0,1,1
faces,6,4,10
facetious,0,1,1
facets,1,0,1
facial,0,2,2
facilitated,0,1,1
facilitating,1,0,1
facility,1,0,1
facing,2,2,4
facism,1,2,3
facist,1,4,5
facking,1,0,1
facsicm,1,0,1
facsists,0,1,1
fact,69,30,99
faction,1,1,2
factions,1,0,1
facto,1,0,1
factor,5,2,7
factory,4,2,6
facts,46,23,69
factual,2,1,3
factually,1,0,1
fad,2,0,2
fade,1,1,2
fae,0,1,1
faerie,0,1,1
faggot,0,1,1
fahim,1,0,1
fahrenheit,1,0,1
fail,11,7,18
failed,14,9,23
failing,5,4,9
failings,1,0,1
fails,2,2,4
failure,14,12,26
failures,1,0,1
faints,1,0,1
fair,15,7,22
fairfield,1,0,1
fairly,1,1,2
fairness,1,2,3
fairways,0,1,1
fairy,1,0,1
faith,13,1,14
faithful,2,0,2
faithfully,1,0,1
faiths,1,0,1
fake,51,67,118
faked,0,3,3
fakeness,0,1,1
fakenews,0,1,1
fakes,1,2,3
faking,0,1,1
fakir,0,1,1
fall,21,12,33
fallacy,1,0,1
fallen,1,0,1
falling,8,3,11
fallon,0,1,1
fallout,2,0,2
falls,3,0,3
false,34,23,57
falsehood,1,2,3
falsehoods,1,1,2
falsely,0,3,3
falsified,0,1,1
falsifying,1,0,1
falwell,1,0,1
fam,4,3,7
fame,4,2,6
famer,1,0,1
familerize,1,0,1
familes,0,1,1
familiar,3,2,5
families,16,4,20
family,54,28,82
famous,5,4,9
famously,2,0,2
fan,31,11,42
fanatics,2,0,2
fanbase,1,1,2
fanboy,1,1,2
fanboys,1,0,1
fancams,1,0,1
fancies,1,0,1
fancy,2,2,4
fandom,1,0,1
fangirls,1,0,1
fannie,1,0,1
fans,16,13,29
fantasia,1,0,1
fantasies,0,1,1
fantasize,0,1,1
fantasizes,1,0,1
fantastic,9,3,12
fantasy,3,1,4
far,77,48,125
farakans,0,1,1
farce,1,1,2
farewell,1,0,1
farm,1,2,3
farmer,1,0,1
farmers,2,1,3
farms,1,1,2
farrakahn,0,1,1
farrakhan,2,6,8
fart,1,2,3
fartacus,1,0,1
farther,1,0,1
farwell,0,1,1
fascinating,1,0,1
fascism,22,6,28
fascist,11,40,51
fascists,15,16,31
fash,3,1,4
fashion,2,2,4
fashionable,0,1,1
fashioned,1,1,2
fashions,1,0,1
fashy,1,1,2
faso,1,0,1
fast,22,13,35
faster,1,0,1
fastest,0,2,2
fasting,1,0,1
fat,7,22,29
fatal,1,0,1
fatally,0,2,2
fate,0,1,1
fates,2,0,2
father,24,12,36
fathers,1,1,2
fatties,0,1,1
fatty,0,1,1
fault,15,18,33
faulted,0,1,1
faults,3,0,3
faulty,0,1,1
faux,2,3,5
fav,2,0,2
fave,2,0,2
favor,16,7,23
favorability,1,0,1
favorably,1,0,1
favored,1,0,1
favorite,23,6,29
favorites,1,1,2
favoritism,1,0,1
favors,2,0,2
favour,1,0,1
favourite,3,2,5
favourites,1,0,1
favours,1,0,1
favs,1,0,1
fawning,0,2,2
fawningly,0,1,1
fb,8,2,10
fbi,36,17,53
fbs,0,1,1
fcb,1,0,1
fcc,1,0,1
fck,0,1,1
fcp,1,0,1
fds,1,0,1
fear,31,10,41
feared,2,0,2
fearful,0,1,1
fearing,0,1,1
fearless,0,1,1
fears,2,2,4
feast,1,0,1
feasts,1,0,1
featured,2,0,2
feb,1,0,1
february,2,1,3
fec,1,0,1
fecal,0,1,1
feckers,0,1,1
feckin,1,0,1
fecking,0,1,1
feckless,1,0,1
fed,3,6,9
federal,25,7,32
federalist,1,0,1
federalists,1,0,1
federally,2,0,2
federer,0,1,1
feds,1,0,1
feeble,0,1,1
feed,7,7,14
feedback,3,1,4
feeder,0,1,1
feeders,0,1,1
feeding,2,2,4
feeds,3,1,4
feel,68,42,110
feeling,24,10,34
feelings,10,5,15
feels,9,4,13
feelwings,1,0,1
fees,3,2,5
feet,4,6,10
feh,1,0,1
feign,0,1,1
feinstein,28,8,36
feinstinkle,0,1,1
felarca,1,0,1
felicia,0,1,1
fell,3,2,5
fella,2,0,2
fellas,1,0,1
fellow,12,4,16
felon,1,1,2
felons,1,4,5
felony,2,1,3
felt,9,6,15
fema,1,3,4
female,16,11,27
females,3,0,3
femanazis,0,1,1
feminazi,0,1,1
feminazis,1,1,2
feminism,3,1,4
feminist,5,7,12
feminists,5,2,7
feminizing,1,0,1
fence,1,1,2
fend,1,3,4
fenstine,1,0,1
fer,0,1,1
ferengi,1,0,1
ferguson,2,1,3
ferrari,0,1,1
ferries,1,0,1
fervent,1,0,1
fessy,1,0,1
fest,1,0,1
festival,1,0,1
fetus,2,0,2
fever,1,0,1
feverishly,1,0,1
few,43,17,60
fewer,2,1,3
ff,0,1,1
ffl,3,1,4
ffs,4,3,7
fi,1,0,1
fiasco,1,0,1
fiber,1,0,1
fiberals,0,1,1
fibers,1,0,1
fic,0,1,1
fiction,1,1,2
fictional,2,0,2
fiddle,1,0,1
fiddles,1,0,1
fide,1,0,1
field,11,5,16
fielding,0,1,1
fields,1,0,1
fienstine,0,1,1
fierce,2,1,3
fieri,1,0,1
fifteen,1,0,1
fifth,2,1,3
fifty,1,0,1
fig,2,1,3
fight,39,31,70
fighter,3,1,4
fighters,2,0,2
fighting,35,10,45
fights,2,0,2
figjt,1,0,1
figure,11,9,20
figured,7,1,8
figurehead,1,0,1
figureheads,1,0,1
figures,6,5,11
fiiiiiine,1,0,1
file,1,1,2
filed,2,1,3
filibuster,1,0,1
filing,1,0,1
fill,9,4,13
filled,6,7,13
fillers,1,0,1
fillin,1,0,1
filling,1,0,1
film,8,1,9
films,2,1,3
filter,1,0,1
filth,3,1,4
filthy,0,4,4
final,9,3,12
finally,19,14,33
finance,0,1,1
financed,1,1,2
finances,1,1,2
financial,9,1,10
financials,1,1,2
financier,1,0,1
find,61,29,90
finding,5,4,9
finds,4,2,6
fine,41,20,61
fined,3,3,6
finesse,1,0,1
finest,7,2,9
finestine,0,1,1
finger,5,2,7
fingering,1,0,1
fingerprints,1,0,1
fingers,4,0,4
fingertips,0,1,1
finish,5,2,7
finished,6,2,8
finishers,1,0,1
finishing,2,0,2
fink,0,1,1
finna,0,1,1
finnish,1,0,1
fiona,3,0,3
fire,19,16,35
firearm,4,2,6
firearms,14,5,19
fireball,0,1,1
firebombing,0,1,1
fired,9,12,21
fires,1,0,1
firing,0,1,1
firm,2,2,4
firmly,2,0,2
firs,0,1,1
first,112,53,165
fisa,6,3,9
fiscal,5,0,5
fiscally,1,0,1
fish,3,1,4
fisher,1,0,1
fisheries,0,1,1
fishermen,0,1,1
fishery,1,0,1
fishing,2,0,2
fishy,1,0,1
fist,2,2,4
fit,11,12,23
fits,5,3,8
fitted,0,1,1
fittest,2,0,2
fitting,0,1,1
fitton,1,0,1
fitzmagic,1,0,1
fitztragic,1,0,1
five,7,1,8
fix,18,11,29
fixated,1,0,1
fixed,3,2,5
fixes,1,0,1
fixing,3,1,4
fixolas,1,0,1
fjshdhjs,0,1,1
fk,1,1,2
fkat,1,0,1
fkn,0,1,1
fl,4,2,6
flabby,0,1,1
flag,24,6,30
flags,5,3,8
flake,12,9,21
flakes,1,0,1
flakey,1,1,2
flaking,1,0,1
flaky,0,1,1
flame,0,1,1
flames,1,2,3
flaming,0,1,1
flanking,0,1,1
flannel,1,0,1
flare,1,0,1
flash,2,0,2
flashes,0,1,1
flashing,0,2,2
flat,2,2,4
flats,1,0,1
flattering,1,0,1
flaunts,1,0,1
flavor,1,0,1
flavored,1,0,1
flawed,2,2,4
flawless,1,0,1
flawlessly,1,0,1
flaws,2,1,3
fleas,0,1,1
fled,0,1,1
flee,1,0,1
fleece,2,0,2
fleeing,1,0,1
fleeted,0,1,1
flesh,1,1,2
flick,2,2,4
flier,2,0,2
flies,1,1,2
flight,1,0,1
flights,1,0,1
flint,0,1,1
flip,4,2,6
flippant,1,0,1
flirting,1,1,2
flirty,1,0,1
flo,1,0,1
float,2,0,2
floatin,0,1,1
floats,1,0,1
flock,0,1,1
flood,3,0,3
flooded,0,1,1
flooding,1,0,1
floodwaters,1,0,1
floor,11,2,13
flopped,1,0,1
flopping,1,0,1
florence,5,4,9
florida,7,2,9
floris,0,1,1
floss,0,1,1
flotus,1,1,2
flourishing,2,0,2
flow,2,0,2
flowers,2,1,3
fluctuat,1,0,1
fluffer,1,0,1
fluffing,1,0,1
fluffs,0,1,1
fluffy,1,1,2
fluid,1,0,1
fluked,1,0,1
flunkie,1,0,1
flush,1,2,3
flushes,0,1,1
flushing,0,1,1
flustered,1,0,1
flutie,1,0,1
fly,4,1,5
flying,2,1,3
flynn,1,1,2
fm,3,0,3
fn,1,0,1
focus,16,3,19
focused,12,1,13
focuses,1,0,1
focusing,3,2,5
fodder,0,1,1
foe,1,0,1
foh,0,1,1
fold,0,2,2
folded,1,0,1
folding,1,0,1
folds,1,0,1
folk,1,3,4
folks,13,18,31
follback,1,0,1
follow,91,26,117
followed,28,6,34
follower,5,2,7
followers,21,7,28
following,45,10,55
follows,5,1,6
follw,1,0,1
folly,1,1,2
fond,0,1,1
fonda,1,3,4
fonding,1,0,1
fondly,0,1,1
food,16,3,19
foodie,0,1,1
foodnetwork,1,0,1
foods,1,0,1
fool,11,31,42
fooled,1,3,4
foolhardy,1,0,1
fooling,2,1,3
foolish,5,2,7
foolishly,0,1,1
foolishness,0,1,1
fooln,0,1,1
fools,2,12,14
foot,8,5,13
footage,2,0,2
football,25,9,34
footing,0,1,1
footsteps,1,2,3
footy,1,0,1
for,1645,849,2494
forbid,5,2,7
force,17,5,22
forced,3,7,10
forces,4,4,8
forcing,3,3,6
forclosure,1,0,1
ford,48,24,72
fordfestnd,1,0,1
fords,2,1,3
foreclosure,1,0,1
forefathers,1,1,2
forehead,1,1,2
foreign,6,6,12
foremost,1,0,1
forensics,1,0,1
forerunner,1,0,1
foreseeable,1,0,1
foresight,0,2,2
forest,1,0,1
forevaaaaaaaaaaa,1,0,1
forever,10,7,17
forget,29,21,50
forgetting,3,2,5
forging,0,1,1
forgive,3,2,5
forgiven,1,0,1
forgiveness,5,0,5
forgiving,0,1,1
forgivingness,1,0,1
forgot,9,9,18
forgotten,9,3,12
foriegn,1,0,1
form,13,15,28
formal,1,0,1
formally,0,1,1
format,1,1,2
formations,1,0,1
formed,4,1,5
former,13,8,21
formerly,2,0,2
forms,1,0,1
formula,1,0,1
fornicate,0,1,1
forosity,0,1,1
forsaken,0,1,1
fort,1,3,4
forth,3,0,3
fortitude,1,2,3
fortnite,2,2,4
fortunate,1,2,3
fortunately,0,1,1
fortune,3,0,3
fortunes,0,1,1
forum,1,0,1
forward,39,10,49
forwarded,1,0,1
forword,1,0,1
fossil,2,0,2
foster,3,0,3
fostered,1,0,1
fosters,1,0,1
fought,6,2,8
foul,0,4,4
foulmouthed,0,1,1
found,32,19,51
foundation,1,0,1
founder,2,0,2
founders,1,1,2
founding,2,1,3
four,6,3,9
foward,0,1,1
fox,14,9,23
foxy,0,1,1
fps,1,0,1
fr,1,2,3
fraction,3,2,5
fragile,1,0,1
fragmenting,1,0,1
frame,3,0,3
framers,1,0,1
framework,0,1,1
framing,1,1,2
france,4,1,5
franchise,5,1,6
franchises,1,0,1
francis,2,3,5
francisco,1,0,1
francoism,0,1,1
frank,1,0,1
franken,3,1,4
frankie,1,0,1
franklin,1,0,1
frankly,3,2,5
frat,1,0,1
fraud,9,20,29
frauds,3,2,5
fraudulent,0,3,3
fray,1,0,1
freak,2,3,5
freakazoids,1,0,1
freaked,1,1,2
freakin,0,2,2
freaking,9,9,18
freaks,2,2,4
freckles,1,0,1
fred,4,0,4
freddie,2,0,2
fredo,1,0,1
free,77,39,116
freed,1,0,1
freedom,23,7,30
freedoms,7,3,10
freeing,1,0,1
freely,1,1,2
freeze,1,1,2
fremino,1,0,1
french,3,2,5
frend,1,0,1
frenkenstien,0,1,1
frenzy,0,1,1
frequencies,1,0,1
frequency,1,0,1
frequent,2,1,3
frequently,2,0,2
frere,1,0,1
fresh,4,2,6
freshest,1,0,1
freshman,0,1,1
freshmen,1,1,2
freudian,1,0,1
frfr,0,1,1
frickin,1,0,1
fricking,0,2,2
frida,1,0,1
friday,5,2,7
fridge,0,1,1
friend,42,12,54
friended,1,0,1
friendly,5,0,5
friends,33,17,50
friendship,3,0,3
friggen,0,2,2
frightened,2,1,3
frightening,1,1,2
frightens,1,0,1
frigid,1,0,1
friken,0,1,1
fringe,3,3,6
fringes,0,1,1
frisk,2,0,2
frm,1,0,1
frog,1,0,1
frogs,1,1,2
from,486,268,754
front,18,2,20
frontin,1,0,1
frontline,1,1,2
frost,1,0,1
frosting,1,0,1
frosty,1,0,1
frothing,0,1,1
frowned,1,0,1
frozen,0,1,1
fruit,1,0,1
fruitcake,0,1,1
fruitcakes,1,0,1
fruitful,0,1,1
fruition,2,0,2
fruits,1,1,2
frump,1,0,1
frustrated,2,0,2
frustrating,1,0,1
frustration,1,2,3
fry,2,1,3
fsu,0,2,2
ft,3,0,3
fu,3,1,4
fubar,0,2,2
fuck,13,169,182
fuckass,0,1,1
fuckbucket,0,1,1
fucked,3,28,31
fucken,0,5,5
fucker,0,6,6
fuckers,0,2,2
fuckidng,0,1,1
fuckig,0,1,1
fuckin,4,11,15
fucking,18,128,146
fuckingclass,0,1,1
fuckinggg,0,1,1
fuckingndbs,0,1,1
fuckkk,0,1,1
fuckoff,0,1,1
fucks,0,4,4
fucktards,0,1,1
fuckwits,0,1,1
fuddy,1,0,1
fudge,1,1,2
fudging,1,0,1
fuel,1,1,2
fueled,1,0,1
fueling,0,1,1
fuels,1,0,1
fugitive,1,0,1
fuk,0,1,1
fuken,0,1,1
fukin,1,1,2
fukn,0,1,1
fukushima,1,0,1
fulk,1,0,1
full,30,39,69
fullest,0,2,2
fully,12,8,20
fumes,2,0,2
fun,29,18,47
function,2,0,2
functionality,2,0,2
functioning,1,0,1
fund,16,11,27
fundamental,1,0,1
fundamentalists,1,0,1
fundamentally,1,1,2
funded,9,7,16
fundedbynyandhollywoodleftistsbutpretendingtobeatexan,1,0,1
funding,20,5,25
fundraises,1,0,1
fundraising,3,0,3
funds,8,5,13
funeral,2,1,3
funk,1,0,1
funner,1,0,1
funnier,1,1,2
funniest,1,1,2
funny,87,40,127
funnyhejs,0,1,1
fur,0,1,1
furious,11,8,19
furnish,1,0,1
furniture,0,1,1
furries,0,1,1
further,14,8,22
furthers,2,2,4
fusion,5,1,6
fuss,1,1,2
fussing,1,0,1
futanary,1,0,1
future,30,9,39
fuuckkkk,0,1,1
fuuun,0,1,1
fvkk,0,1,1
fwd,1,0,1
fwy,2,0,2
fyi,4,1,5
ga,1,1,2
gabbert,1,0,1
gabby,2,0,2
gabole,1,0,1
gabriel,1,0,1
gadarenes,0,1,1
gaddafi,1,0,1
gaelic,1,0,1
gaf,1,0,1
gaff,1,1,2
gag,3,2,5
gaga,0,1,1
gail,0,1,1
gain,8,6,14
gained,2,1,3
gainful,1,0,1
gaining,3,1,4
gains,2,0,2
gal,3,2,5
galaxies,1,0,1
gale,0,1,1
gallery,2,1,3
gallivanting,0,1,1
gallons,2,0,2
gallup,1,0,1
galpal,1,0,1
gamble,1,0,1
gambled,0,1,1
game,74,28,102
gamecocks,1,0,1
gameday,1,0,1
gameplan,1,0,1
games,23,9,32
gamestop,1,0,1
gaming,1,0,1
gang,9,8,17
gangs,3,1,4
gangsta,0,1,1
gap,3,0,3
gaps,1,0,1
garak,1,0,1
garbage,4,20,24
garden,2,0,2
gardening,1,0,1
gardens,1,0,1
garland,2,2,4
garlands,1,0,1
garner,1,0,1
garrett,1,0,1
garth,2,0,2
gary,0,1,1
gas,7,2,9
gases,0,1,1
gaslighting,0,2,2
gasps,1,0,1
gassed,1,1,2
gasses,0,1,1
gate,1,0,1
gated,1,1,2
gates,3,0,3
gateway,2,0,2
gather,2,0,2
gathering,2,1,3
gatlin,0,1,1
gator,1,0,1
gauge,4,2,6
gauteng,1,0,1
gave,23,15,38
gavel,1,0,1
gavin,1,1,2
gawd,1,2,3
gawdfather,1,0,1
gay,10,16,26
gayer,0,1,1
gays,1,1,2
gaza,1,0,1
gaze,1,0,1
gazelle,1,0,1
gb,1,0,1
gd,1,1,2
gdp,2,2,4
ge,3,1,4
gear,4,0,4
geaux,1,0,1
gee,4,1,5
geeezz,1,0,1
geeezzz,0,1,1
geeta,0,1,1
geetha,1,0,1
geez,4,0,4
gem,1,1,2
gemini,2,0,2
gems,0,1,1
gen,2,2,4
gender,9,3,12
genderless,1,0,1
genders,2,1,3
general,24,6,30
generalised,1,0,1
generalizations,0,1,1
generalize,1,0,1
generally,7,2,9
generate,1,1,2
generated,1,0,1
generating,1,0,1
generation,5,3,8
generationally,1,0,1
generations,2,3,5
generators,1,0,1
generic,1,0,1
generous,4,0,4
genes,2,0,2
genetic,1,0,1
genitalia,0,2,2
genius,9,3,12
genl,1,0,1
geno,0,1,1
genocide,4,1,5
genre,2,0,2
gentle,1,0,1
gentleman,2,0,2
gentlewoman,1,0,1
gently,1,0,1
genuine,3,1,4
genuinely,3,2,5
geoff,1,0,1
geologically,1,0,1
geometry,1,0,1
geonicidal,1,0,1
george,8,7,15
georgia,6,1,7
german,7,1,8
germanistan,0,1,1
germans,1,1,2
germany,5,2,7
germs,0,1,1
gerrymandered,1,0,1
gerrymandering,1,1,2
gestapo,0,1,1
gesture,2,4,6
gestures,3,0,3
get,414,249,663
getaway,1,0,1
geter,0,1,1
gets,52,30,82
gettimg,0,1,1
getting,105,58,163
gettting,1,0,1
getup,1,0,1
gf,1,1,2
gfy,2,1,3
ggg,1,0,1
gggrrr,0,1,1
ghana,1,0,1
ghetto,1,1,2
ghettos,0,1,1
gi,2,0,2
giant,1,1,2
giants,6,0,6
gibraltar,1,0,1
gibson,1,0,1
gif,4,1,5
giffords,2,0,2
gifs,1,0,1
gift,4,3,7
gifted,0,1,1
gifts,1,0,1
gig,1,0,1
gigantic,1,0,1
giggle,1,0,1
gilbert,1,0,1
giles,0,1,1
gilliam,0,1,1
gillibrand,0,1,1
gillum,1,0,1
gilmer,1,0,1
gilmour,0,1,1
gimme,1,0,1
gimmie,0,1,1
ginger,1,0,1
gingers,1,0,1
ginning,0,1,1
ginsberg,1,0,1
ginsburg,3,0,3
ginseng,1,0,1
girl,55,32,87
girlfriend,6,1,7
girlfriends,2,1,3
girls,16,7,23
gita,0,2,2
gitmo,5,4,9
give,110,64,174
giveaway,1,0,1
given,28,7,35
giver,1,0,1
gives,14,10,24
giving,31,11,42
giys,1,0,1
glad,45,17,62
gladly,0,2,2
glammed,1,0,1
glance,1,1,2
glands,0,1,1
glare,1,0,1
glaring,0,1,1
glasgow,1,0,1
glass,3,0,3
glasses,0,2,2
glbl,2,0,2
glc,1,0,1
gleefully,1,0,1
glenn,1,0,1
gliding,1,0,1
glimpse,1,0,1
glitchy,1,0,1
gloating,0,1,1
global,10,3,13
globalism,1,0,1
globalist,3,6,9
globalists,1,1,2
globalization,1,0,1
globe,1,0,1
glock,0,1,1
gloom,1,0,1
glorify,1,0,1
glorious,3,1,4
gloriously,1,0,1
glorita,1,0,1
glory,0,1,1
gloss,0,1,1
glove,1,0,1
gloves,1,1,2
gluten,1,0,1
glutton,1,0,1
gm,1,1,2
gmail,1,0,1
gmother,1,0,1
gnc,1,0,1
go,222,169,391
goal,11,8,19
goalkeeping,0,1,1
goalposts,1,0,1
goals,6,1,7
goat,3,3,6
goblin,1,0,1
god,124,70,194
godamn,1,0,1
goddamn,2,1,3
goddess,5,2,7
godless,2,2,4
gods,1,3,4
godsend,1,1,2
goedert,1,0,1
goers,3,2,5
goes,38,20,58
goff,0,2,2
gofundme,0,1,1
goggle,1,0,1
going,219,141,360
goings,1,0,1
goku,1,0,1
golan,0,1,1
gold,11,2,13
golden,3,1,4
golding,1,1,2
goldsmith,0,1,1
goldwater,1,0,1
goldy,0,1,1
golf,3,2,5
golfing,1,1,2
golly,1,0,1
gon,0,1,1
gone,35,14,49
gonna,39,34,73
gonzalez,0,1,1
goo,2,1,3
goober,1,0,1
